CustomerID,FirstName,LastName,DOB,Province,MonthlyIncome,EmploymentStatus,CreditScore
CUST000644,Lisa,Reese,29/04/1983,North West,41579.74,Unemployed,773.0
CUST000645,Brandon,Cooper,17 Aug 1958,Gauteng,28597.17,Unemployed,
CUST000646,Virginia,Michael,11-18-1958,Limpopo,16519.04,Unemployed,684.0
CUST000647,Sarah,Johnson,12/03/1975,Mpumalanga,13905.99,Unemployed,622.0
CUST000648,Kayla,Cannon,07-12-2002,Mpumalanga,75102.42,Unemployed,521.0
CUST000649,Debbie,Fisher,23/03/2003,Western Cape,7510.3,Employed,754.0
CUST000650,Patrick,Kane,03 Feb 1999,Northern Cape,31879.33,Unemployed,635.0
CUST000651,Nicholas,Vega,1987-05-02,Northern Cape,15183.73,Retired,696.0
CUST000652,Amber,Valdez,1972-04-05,Gauteng,8044.41,Employed,641.0
CUST000653,Gregory,Medina,1980-12-13,Western Cape,57548.24,Unemployed,514.0
CUST000654,Jessica,Walker,25/09/1955,Free State,30191.56,Employed,579.0
CUST000655,Andrew,Evans,11-23-1987,,54647.07,Self-Employed,658.0
CUST000656,Amy,Patel,02-02-1995,KwaZulu-Natal,69222.23,Self-Employed,372.0
CUST000657,John,Reed,10-18-1968,Northern Cape,14970.96,Employed,408.0
CUST000658,Sharon,Hardy,1960-12-25,Mpumalanga,61226.55,Retired,664.0
CUST000659,Lisa,Barnes,03/05/1992,Northern Cape,78784.11,Self-Employed,395.0
CUST000660,Nicole,Smith,17 Jun 1965,Western Cape,59600.48,Retired,781.0
CUST000661,Craig,Johnson,05/04/1984,KwaZulu-Natal,54163.84,Retired,487.0
CUST000662,Jacqueline,Williams,02-11-1991,Limpopo,6936.26,Unemployed,790.0
CUST000663,Richard,Young,30/12/1965,Free State,53157.44,Employed,715.0
CUST000664,Michelle,Brown,1979-10-03,Limpopo,10209.38,Retired,710.0
CUST000665,Keith,Cabrera,05/09/1990,Eastern Cape,82898.28,Unemployed,513.0
CUST000666,Luis,Harper,06 Nov 1987,Mpumalanga,32047.17,Self-Employed,379.0
CUST000667,Malik,Turner,11 Jun 1962,Western Cape,41764.13,Retired,480.0
CUST000668,Donna,Walker,28 Dec 1969,Western Cape,59683.45,Retired,635.0
CUST000669,Bruce,Fry,1997-10-17,Western Cape,15682.8,Employed,450.0
CUST000670,Rhonda,Garrett,27 Jan 1976,Northern Cape,54053.56,Self-Employed,624.0
CUST000671,Tyler,Compton,10-05-2000,Mpumalanga,78166.99,Employed,822.0
CUST000672,Emily,Floyd,13/11/1970,Free State,77036.59,Employed,667.0
CUST000673,Robert,Hernandez,08-21-1973,Gauteng,61028.86,Unemployed,691.0
CUST000674,Karen,Wells,02 May 1996,Northern Cape,18459.51,Retired,668.0
CUST000675,Kevin,Zimmerman,30/03/1994,Free State,58440.32,Employed,316.0
CUST000676,Robin,Hart,08 Jan 2002,Mpumalanga,15429.95,Retired,766.0
CUST000677,Angela,Anderson,23 Mar 1967,KwaZulu-Natal,38642.04,Retired,663.0
CUST000678,James,Lucas,01 Nov 1999,Gauteng,72667.71,Unemployed,720.0
CUST000679,Melanie,Davis,05-07-1990,Gauteng,50236.04,Employed,793.0
CUST000680,James,Adams,1987-11-26,KwaZulu-Natal,46875.85,Unemployed,776.0
CUST000681,Carrie,Russo,1964-08-06,Eastern Cape,64205.73,Employed,619.0
CUST000682,Kathleen,Ramsey,05-23-1982,Northern Cape,42243.94,Retired,639.0
CUST000683,Timothy,Booth,07-20-1971,Free State,60451.62,Unemployed,566.0
CUST000684,Susan,Smith,20 Jul 2000,KwaZulu-Natal,57333.75,Employed,593.0
CUST000685,Suzanne,Wilson,19/07/2003,Northern Cape,67592.91,Unemployed,581.0
CUST000686,Timothy,Sanchez,1984-07-30,Western Cape,77765.58,Retired,678.0
CUST000687,James,Herman,01-25-1982,Eastern Cape,68849.45,Unemployed,386.0
CUST000688,Kimberly,James,07/03/1981,North West,37742.3,Retired,471.0
CUST000689,Michael,Green,03-07-1980,Gauteng,65316.46,Self-Employed,775.0
CUST000690,Tyler,Garcia,09-02-2002,North West,65070.44,Retired,699.0
CUST000691,Terrance,Franco,16/06/1999,Northern Cape,5454.97,Retired,691.0
CUST000692,Nathan,Gutierrez,1982-07-27,Western Cape,55812.64,Retired,579.0
CUST000693,Jeffrey,Thomas,01-31-1968,Western Cape,51526.24,Self-Employed,499.0
CUST000694,Sarah,Riley,11/08/1975,Limpopo,58660.55,Employed,721.0
CUST000695,Elijah,Rivera,1973-10-19,North West,62882.68,Employed,324.0
CUST000696,Martha,Porter,1986-12-27,Eastern Cape,55865.67,Employed,388.0
CUST000697,Gail,Scott,02/01/1995,Mpumalanga,76941.73,Self-Employed,413.0
CUST000698,Tammy,May,02-12-1979,Free State,79862.66,Unemployed,737.0
CUST000699,Gary,Norton,09-10-1963,Free State,10456.76,Retired,697.0
CUST000700,Jennifer,Freeman,1999-07-31,Free State,25805.52,Retired,505.0
CUST000701,Amber,May,21/05/1958,North West,48020.89,Employed,752.0
CUST000702,Arthur,Bradford,2000-12-08,Gauteng,50493.24,Retired,319.0
CUST000703,Elizabeth,Duran,13/05/1975,Gauteng,58000.77,Unemployed,700.0
CUST000704,Megan,Hall,06 Jul 1989,North West,72445.96,Employed,
CUST000705,Albert,Wagner,24 Jun 1973,Western Cape,79770.9,Unemployed,710.0
CUST000706,Christine,Estrada,1985-02-27,Limpopo,81854.5,Retired,596.0
CUST000707,Timothy,Freeman,19/11/1955,Northern Cape,35425.18,Retired,409.0
CUST000708,Andrea,Smith,12-23-1980,North West,55439.7,Self-Employed,336.0
CUST000709,Joshua,Madden,22/05/1956,North West,68315.5,Retired,846.0
CUST000710,Lisa,Craig,06 Apr 1994,Gauteng,9012.38,Employed,715.0
CUST000711,Renee,Rodriguez,10 Mar 1960,Northern Cape,51137.33,Employed,444.0
CUST000712,Eduardo,Lee,1980-11-01,North West,54278.95,Self-Employed,314.0
CUST000713,Lisa,Adams,1974-08-14,Free State,12332.03,Employed,408.0
CUST000714,Nathan,Sullivan,08/09/1982,Western Cape,38810.02,Retired,632.0
CUST000715,Veronica,Perez,26/05/1988,Limpopo,68344.68,Self-Employed,643.0
CUST000716,Melanie,Valdez,10-05-1996,KwaZulu-Natal,18028.09,Self-Employed,749.0
CUST000717,Katherine,Davis,1973-10-09,KwaZulu-Natal,72713.02,Self-Employed,316.0
CUST000718,Angela,Brown,1956-01-08,,79054.02,Unemployed,726.0
CUST000719,George,Porter,24 May 1976,KwaZulu-Natal,56005.97,Retired,544.0
CUST000720,Kristen,Knight,1996-09-30,KwaZulu-Natal,53770.01,Unemployed,656.0
CUST000721,Cody,Rice,11/08/1957,Eastern Cape,47181.02,Unemployed,819.0
CUST000722,Jason,Parrish,03/03/1998,Free State,13570.67,Retired,809.0
CUST000723,Thomas,Williams,1959-02-19,Gauteng,27447.69,Unemployed,764.0
CUST000724,Sara,Lam,1982-08-13,Northern Cape,67732.11,Employed,372.0
CUST000725,Antonio,Mcfarland,30 Aug 1970,Limpopo,64640.48,Self-Employed,412.0
CUST000726,Suzanne,Matthews,1991-09-04,Eastern Cape,74525.85,Self-Employed,375.0
CUST000727,Jennifer,Sanders,05 Apr 1959,Gauteng,16167.77,Retired,482.0
CUST000728,Francisco,Allen,19/08/1995,North West,55377.7,Self-Employed,643.0
CUST000729,Paul,Mosley,1971-06-28,Free State,73057.94,Self-Employed,651.0
CUST000730,Karla,Taylor,01-05-2003,KwaZulu-Natal,55858.94,Self-Employed,535.0
CUST000731,Jennifer,Mason,02 May 2002,Eastern Cape,71877.62,Retired,552.0
CUST000732,Brian,Kim,28 Oct 1995,Eastern Cape,52137.62,Employed,727.0
CUST000733,Matthew,Mack,2001-05-26,North West,45089.41,Retired,790.0
CUST000734,Randy,Ayala,1956-12-27,North West,11188.87,Retired,523.0
CUST000735,Joshua,Riddle,02-12-1979,Eastern Cape,11803.73,Unemployed,465.0
CUST000736,Michael,Pugh,1976-04-18,North West,15659.23,Self-Employed,679.0
CUST000737,Erin,Guerrero,1959-09-06,Western Cape,60105.43,Unemployed,736.0
CUST000738,Christine,Yates,18/10/1989,Western Cape,31523.42,Unemployed,352.0
CUST000739,Christopher,Moore,09-23-1989,North West,33928.48,Employed,509.0
CUST000740,Cynthia,Singh,10-08-1970,Eastern Cape,56747.59,Self-Employed,530.0
CUST000741,Daniel,Smith,05-13-1970,Northern Cape,26810.2,Unemployed,763.0
CUST000742,Michael,Nelson,1961-12-05,North West,59103.82,Unemployed,762.0
CUST000743,Jacob,Cole,1982-03-12,Eastern Cape,41358.87,Self-Employed,595.0
CUST000744,Ricky,Johnson,1972-07-21,Western Cape,13517.98,Self-Employed,509.0
CUST000745,Christopher,George,1971-02-20,Free State,59433.47,Retired,655.0
CUST000746,Paul,Carter,1974-03-07,Free State,6273.95,Unemployed,721.0
CUST000747,Christopher,Santana,01-07-1999,North West,60597.52,Retired,768.0
CUST000748,Tiffany,Armstrong,16/09/1963,Free State,25430.6,Unemployed,348.0
CUST000749,Oscar,Taylor,01-08-1970,North West,54299.73,Unemployed,486.0
CUST000750,Trevor,Brown,06/06/1976,KwaZulu-Natal,7812.69,Self-Employed,751.0
CUST000751,Robert,Washington,05/04/1959,Eastern Cape,7292.47,Unemployed,451.0
CUST000752,Johnathan,Wright,27/07/1985,Northern Cape,78594.94,Retired,448.0
CUST000753,Brittney,Gonzalez,09-13-1960,,63948.85,Unemployed,602.0
CUST000754,Kevin,Rush,07-07-1971,KwaZulu-Natal,63147.77,Unemployed,415.0
CUST000755,Christine,Brock,1971-05-21,KwaZulu-Natal,,Self-Employed,756.0
CUST000756,Matthew,Ochoa,10-27-1996,Gauteng,20209.55,Unemployed,
CUST000757,Terri,Taylor,16 Dec 1970,Western Cape,36251.1,Employed,669.0
CUST000758,Stacey,Harris,25 Aug 1970,Limpopo,5481.36,Unemployed,756.0
CUST000759,Tamara,Novak,1969-07-22,Eastern Cape,40259.74,Retired,595.0
CUST000760,Heather,Henry,18 Mar 1983,Mpumalanga,51768.0,Self-Employed,610.0
CUST000761,John,Bennett,10-04-1994,Western Cape,52049.65,Employed,719.0
CUST000762,Phillip,Wilson,08-19-1982,Mpumalanga,41700.66,Self-Employed,504.0
CUST000763,Brittany,Gardner,15 Apr 1988,Free State,7899.75,Unemployed,805.0
CUST000764,Andrea,Benton,22 Sep 1977,,4696.96,Retired,427.0
CUST000765,Jeanette,Gonzales,07-20-1969,Mpumalanga,77496.85,Employed,422.0
CUST000766,Heather,Fuentes,04 Oct 1993,Western Cape,33621.64,Retired,564.0
CUST000767,Robert,Porter,19 Dec 1985,Western Cape,,Unemployed,466.0
CUST000768,John,Hopkins,24/11/1989,Limpopo,60309.29,Employed,579.0
CUST000769,Kristina,Jones,02-13-2003,Gauteng,47133.79,Self-Employed,487.0
CUST000770,Timothy,Morales,19/11/1979,Northern Cape,29954.94,Unemployed,577.0
CUST000771,Samantha,Holt,08-30-1981,Western Cape,32806.16,Self-Employed,830.0
CUST000772,Krystal,Ward,20 Jul 1998,Mpumalanga,77818.43,Self-Employed,815.0
CUST000773,Amanda,Little,24/08/1959,Northern Cape,71429.0,Employed,727.0
CUST000774,Kayla,Sandoval,1972-08-10,Western Cape,78834.49,Unemployed,671.0
CUST000775,Deborah,Williams,12 Oct 2002,Northern Cape,32034.63,Employed,421.0
CUST000776,Erica,Ross,12/09/1991,Eastern Cape,21392.2,Retired,414.0
CUST000777,Tammy,Jordan,27 Jan 1956,Mpumalanga,13179.3,Employed,780.0
CUST000778,Jonathan,Dixon,06-20-1980,Gauteng,58240.71,Employed,510.0
CUST000779,Beverly,Johnston,18/12/1976,KwaZulu-Natal,6855.36,Unemployed,656.0
CUST000780,Peter,Barton,27/10/1983,Northern Cape,12478.01,Employed,841.0
CUST000781,Vincent,Cooper,29/09/1956,Free State,,Employed,519.0
CUST000782,Dan,Perry,24 Sep 2001,Limpopo,19402.63,Employed,485.0
CUST000783,Darren,Shepard,14 May 1962,Mpumalanga,22818.11,Unemployed,426.0
CUST000784,Larry,Gibson,30/06/1965,North West,61230.84,Employed,384.0
CUST000785,Timothy,Alvarez,1976-08-06,Mpumalanga,52831.36,Retired,531.0
CUST000786,Heather,Flores,12-24-1969,Mpumalanga,10103.54,Retired,676.0
CUST000787,Lisa,Wilson,29 Apr 1996,Western Cape,46574.32,Employed,446.0
CUST000788,Deborah,Byrd,1963-06-16,KwaZulu-Natal,83004.2,Retired,425.0
CUST000789,Tonya,Sanchez,10 Dec 1963,North West,61936.25,Unemployed,709.0
CUST000790,Ethan,Castro,28 Jul 2001,North West,16363.61,Employed,556.0
CUST000791,Jesse,Sullivan,02/06/1964,,63892.77,Retired,327.0
CUST000792,Danielle,Reynolds,19 Dec 1956,Limpopo,54568.32,Employed,832.0
CUST000793,Christina,Gonzalez,29 Dec 1983,Eastern Cape,44580.87,Unemployed,318.0
CUST000794,Paul,Bush,1965-06-11,Mpumalanga,14090.3,Retired,753.0
CUST000795,Karen,Stokes,1958-07-27,KwaZulu-Natal,73759.04,Self-Employed,803.0
CUST000796,Cristian,Wiggins,07-16-1964,Mpumalanga,13305.25,Retired,787.0
CUST000797,Mark,Ellis,28/02/1968,Northern Cape,25702.97,Retired,661.0
CUST000798,Michelle,Rose,03-30-1986,Limpopo,52032.3,Unemployed,657.0
CUST000799,Candice,Carr,1983-09-29,Limpopo,38965.93,Retired,659.0
CUST000800,Michael,Bruce,14/03/1985,Eastern Cape,29624.01,Employed,612.0
CUST000801,Lisa,Mccarthy,04/11/1969,Gauteng,7508.9,Retired,827.0
CUST000802,Christina,Miller,12-30-1961,Gauteng,51833.13,Retired,699.0
CUST000803,David,Torres,1964-05-09,North West,58846.46,Unemployed,470.0
CUST000804,Heather,Dixon,08-23-1975,Mpumalanga,55653.26,Employed,848.0
CUST000805,Devin,Reyes,06-25-1964,Gauteng,50668.42,Employed,397.0
CUST000806,Cynthia,Steele,07-16-1986,Western Cape,47250.62,Unemployed,378.0
CUST000807,Zoe,Peters,01-26-1979,Northern Cape,39349.29,Self-Employed,724.0
CUST000808,Donald,Edwards,19 Mar 1977,Northern Cape,5997.57,Self-Employed,811.0
CUST000809,Brian,Howard,11 Jan 1956,Free State,47383.91,Retired,361.0
CUST000810,Derrick,Ochoa,10-30-2001,North West,16613.05,Unemployed,745.0
CUST000811,William,Simpson,1988-06-07,Eastern Cape,25988.25,Self-Employed,562.0
CUST000812,Robert,Larsen,09/01/1979,Mpumalanga,,Unemployed,775.0
CUST000813,Christopher,Johnson,05 Feb 1992,Mpumalanga,7478.8,Self-Employed,329.0
CUST000814,Kelly,Hill,05-16-1981,Northern Cape,73127.94,Retired,320.0
CUST000815,Gary,Ellis,1991-03-17,Limpopo,74307.33,Retired,672.0
CUST000816,Katie,Dunn,1960-12-31,Mpumalanga,62800.87,Employed,812.0
CUST000817,Danny,Hampton,01-31-1995,North West,23665.19,Unemployed,637.0
CUST000818,Michael,Carson,25 Jul 1957,Eastern Cape,22049.68,Self-Employed,581.0
CUST000819,Jennifer,Payne,01-28-2003,Gauteng,34663.75,Unemployed,733.0
CUST000820,Curtis,Greer,19/08/1991,Free State,79926.27,Unemployed,
CUST000821,Kenneth,Kidd,1977-02-25,Gauteng,67998.62,Retired,616.0
CUST000822,Michael,Montoya,08-22-1976,Western Cape,23528.74,Employed,702.0
CUST000823,Victoria,Rowe,12-10-1966,Free State,70727.97,Self-Employed,464.0
CUST000824,Lisa,Matthews,05-25-1972,Mpumalanga,26559.94,Retired,782.0
CUST000825,Jennifer,Chen,07-14-1963,Mpumalanga,70529.43,Unemployed,818.0
CUST000826,Donald,Clark,02 Jul 1965,Northern Cape,,Employed,488.0
CUST000827,Brian,Bell,21/01/1969,Gauteng,55077.85,Employed,413.0
CUST000828,Amber,Morris,12/05/1989,Mpumalanga,30211.63,Self-Employed,566.0
CUST000829,Keith,Adams,10-01-1996,Free State,37866.96,Retired,
CUST000830,Tricia,Shelton,1960-02-20,Northern Cape,54943.5,Retired,503.0
CUST000831,Sydney,Floyd,01/09/1999,Gauteng,39026.72,Employed,676.0
CUST000832,Victoria,Camacho,1961-08-28,Gauteng,39530.28,Retired,806.0
CUST000833,Michelle,Wright,18/09/1989,Eastern Cape,69979.7,Retired,691.0
CUST000834,Maria,Juarez,10/01/1988,Eastern Cape,27278.86,Retired,484.0
CUST000835,Tracy,Ray,19/06/1968,Gauteng,25574.86,Self-Employed,678.0
CUST000836,Robert,Hayes,24 Dec 1985,,15223.0,Retired,517.0
CUST000837,Nicole,Davis,25 Apr 1980,Free State,49338.5,Self-Employed,782.0
CUST000838,Joshua,Mayer,1973-04-13,Gauteng,54382.46,Retired,679.0
CUST000839,Stephanie,Murphy,1955-09-08,KwaZulu-Natal,45051.61,Retired,435.0
CUST000840,Kim,Oconnor,26 Aug 1990,KwaZulu-Natal,29718.2,Retired,587.0
CUST000841,Stephen,Beck,05 Oct 1972,Free State,25688.92,Unemployed,829.0
CUST000842,Bryan,Ferguson,08/01/1966,Limpopo,44047.62,Retired,354.0
CUST000843,Russell,Lewis,1968-06-15,Eastern Cape,42354.93,Retired,746.0
CUST000844,Maria,Morgan,23 Apr 1983,Gauteng,84099.9,Retired,804.0
CUST000845,Ashlee,Washington,25/01/1972,Western Cape,20900.56,Self-Employed,820.0
CUST000846,Felicia,Williams,06/05/1960,Gauteng,50448.42,Employed,552.0
CUST000847,Kristen,Stevens,1961-07-13,,59345.64,Retired,682.0
CUST000848,Mia,Alexander,1955-08-07,Limpopo,11025.59,Retired,764.0
CUST000849,Susan,Harris,08-14-1988,Gauteng,8029.68,Retired,632.0
CUST000850,David,Santos,14/03/1963,Eastern Cape,69025.42,Employed,372.0
CUST000851,Sarah,Hill,27 Dec 1986,Western Cape,18829.87,Retired,
CUST000852,John,Watson,13/12/1998,KwaZulu-Natal,36892.9,Self-Employed,423.0
CUST000853,Gabriel,Sanders,26 Mar 1970,Free State,53082.85,Employed,676.0
CUST000854,Holly,Young,11 Jan 1987,North West,42853.39,Retired,392.0
CUST000855,Jane,Smith,06-15-1978,KwaZulu-Natal,38794.38,Unemployed,774.0
CUST000856,David,Perez,16/03/1988,North West,56601.64,Retired,747.0
CUST000857,Albert,Dominguez,15 Oct 1994,Free State,14787.07,Self-Employed,835.0
CUST000858,Vanessa,Henderson,1961-11-29,Northern Cape,8130.14,Retired,722.0
CUST000859,Chad,Reyes,08-23-1990,Limpopo,11082.45,Employed,773.0
CUST000860,Curtis,Edwards,08/11/1997,Mpumalanga,38008.25,Unemployed,765.0
CUST000861,Derrick,Ayala,20 Sep 1991,Free State,78408.01,Self-Employed,489.0
CUST000862,Dean,Haney,06-04-1962,Western Cape,5942.18,Employed,475.0
CUST000863,Alyssa,Smith,08 Oct 1986,Mpumalanga,82247.21,Retired,610.0
CUST000864,Scott,Bowen,09-18-1985,Mpumalanga,11554.63,Self-Employed,414.0
CUST000865,Edward,Jenkins,09/07/1988,Gauteng,56714.17,Retired,495.0
CUST000866,Michelle,Miller,22 May 1960,KwaZulu-Natal,6256.25,Self-Employed,755.0
CUST000867,Karen,Lawrence,31 Dec 1973,Gauteng,51610.71,Retired,352.0
CUST000868,Sylvia,Edwards,1962-04-12,Mpumalanga,72813.61,Unemployed,337.0
CUST000869,Joshua,Miller,17 Feb 1982,Northern Cape,53725.37,Retired,537.0
CUST000870,Carol,Lawson,1992-12-15,Mpumalanga,49037.08,Retired,784.0
CUST000871,Hannah,Abbott,03-04-1987,North West,6174.96,Self-Employed,780.0
CUST000872,Kevin,Holmes,09/01/1980,Northern Cape,77680.15,Retired,434.0
CUST000873,Julie,Phillips,09 Mar 1958,Mpumalanga,58685.14,Retired,465.0
CUST000874,Rachael,Blevins,04-28-1979,Western Cape,14892.27,Retired,403.0
CUST000875,Daniel,Porter,28 Jan 1984,Free State,49324.86,Unemployed,567.0
CUST000876,Allison,Levine,09/12/2002,KwaZulu-Natal,76503.83,Employed,645.0
CUST000877,Sarah,Anderson,19/11/1996,Western Cape,43652.41,Unemployed,347.0
CUST000878,Ashley,Diaz,05-07-1988,KwaZulu-Natal,74832.5,Employed,351.0
CUST000879,Kathryn,Best,18 Jul 1992,North West,65339.03,Employed,342.0
CUST000880,Alvin,Jones,25/02/1968,Western Cape,77834.35,Unemployed,752.0
CUST000881,Bill,Brown,14 Jun 1993,Western Cape,33780.82,Employed,506.0
CUST000882,William,Fuller,14 Aug 1979,Gauteng,69636.19,Self-Employed,387.0
CUST000883,Robert,Miles,11 Jul 1959,Limpopo,24258.83,Retired,533.0
CUST000884,Amanda,Jensen,19 Nov 1968,Mpumalanga,76794.25,Unemployed,330.0
CUST000885,Kyle,Dixon,1965-04-27,Northern Cape,11324.65,Self-Employed,744.0
CUST000886,Lindsey,Herrera,1974-04-28,KwaZulu-Natal,9153.69,Unemployed,729.0
CUST000887,Cynthia,Davenport,04-04-1988,Limpopo,5136.13,Self-Employed,713.0
CUST000888,Carl,Hale,09/08/1990,Northern Cape,54264.09,Unemployed,714.0
CUST000889,Meghan,Brown,09-15-1959,Western Cape,31426.68,Self-Employed,832.0
CUST000890,Ryan,Chavez,10-16-1984,Eastern Cape,48918.76,Self-Employed,
CUST000891,Kyle,Harmon,02-13-1991,Eastern Cape,28967.34,Employed,361.0
CUST000892,David,Zimmerman,03-28-1989,Northern Cape,8342.5,Employed,759.0
CUST000893,Frank,Benton,1980-09-02,North West,23505.83,Self-Employed,658.0
CUST000894,Krista,Le,01/08/1963,Mpumalanga,24434.48,Self-Employed,669.0
CUST000895,David,Norman,19/06/1968,Mpumalanga,11096.75,Self-Employed,787.0
CUST000896,Olivia,Wise,1956-12-22,Limpopo,36921.67,Retired,570.0
CUST000897,Lindsay,Nelson,19 Aug 1958,North West,80799.51,Retired,466.0
CUST000898,Jennifer,Ray,08/04/1959,North West,14915.51,Employed,517.0
CUST000899,Spencer,Ward,1979-07-20,KwaZulu-Natal,34231.23,Retired,412.0
CUST000900,Ashley,Richardson,10-24-1967,Gauteng,13978.25,Unemployed,610.0
CUST000901,Dakota,Berry,1990-04-05,KwaZulu-Natal,51964.75,Unemployed,590.0
CUST000902,Jeremy,Hicks,06 Sep 1957,Gauteng,32566.24,Retired,792.0
CUST000903,Michelle,Sanchez,18 Mar 1978,Limpopo,42755.82,Self-Employed,441.0
CUST000904,Patrick,Hernandez,06 Apr 2000,North West,16493.1,Employed,719.0
CUST000905,Meredith,Tran,09 Jun 1999,Limpopo,81625.4,Unemployed,390.0
CUST000906,Joy,Barnes,1971-01-05,Free State,14464.42,Self-Employed,354.0
CUST000907,Robert,Cortez,02/08/1968,North West,6002.46,Self-Employed,319.0
CUST000908,Christian,Watson,31/08/1979,Eastern Cape,72032.85,Employed,846.0
CUST000909,Rachel,White,05 Mar 1994,Gauteng,79674.83,Self-Employed,
CUST000910,Tina,Finley,11-16-1958,Mpumalanga,13728.89,Self-Employed,592.0
CUST000911,Steven,Campbell,02-13-1996,Western Cape,81149.26,Employed,633.0
CUST000912,Mark,Tran,1955-12-13,Free State,30263.34,Unemployed,564.0
CUST000913,James,Elliott,1970-02-26,Gauteng,65046.77,Retired,820.0
CUST000914,Cindy,Marshall,20 Dec 1983,Western Cape,30126.08,Employed,
CUST000915,Trevor,Barton,12/12/1964,Gauteng,82059.71,Self-Employed,428.0
CUST000916,Rachel,Hodges,02 May 1967,North West,55681.82,Self-Employed,682.0
CUST000917,Adam,Ortiz,01/10/1966,Eastern Cape,38612.07,Retired,
CUST000918,Michael,Franco,03 Sep 1997,Free State,17974.22,Retired,579.0
CUST000919,Stephanie,Smith,12 Feb 1987,Limpopo,21626.71,Unemployed,346.0
CUST000920,Melinda,Acosta,1960-07-22,Free State,60723.56,Unemployed,742.0
CUST000921,Alyssa,Allen,03-09-1979,Limpopo,83361.05,Unemployed,551.0
CUST000922,Brian,Shea,09-22-1989,Limpopo,81698.91,Self-Employed,302.0
CUST000923,Christopher,Morse,1998-08-21,Gauteng,37759.62,Retired,702.0
CUST000924,April,Haynes,1973-06-12,Northern Cape,71482.75,Employed,661.0
CUST000925,Terri,Miller,26 Feb 1960,Limpopo,72051.24,Employed,427.0
CUST000926,Dennis,Wilkins,27/02/1959,,64323.13,Unemployed,496.0
CUST000927,Ashley,Graham,11-06-2001,Eastern Cape,44251.6,Unemployed,804.0
CUST000928,Joel,Green,08/09/1970,Gauteng,70600.44,Unemployed,812.0
CUST000929,Lauren,Haynes,12/11/1990,KwaZulu-Natal,14823.83,Unemployed,533.0
CUST000930,Louis,Nelson,02-25-1959,Eastern Cape,6360.96,Unemployed,
CUST000931,James,Chan,20 Aug 1983,Gauteng,30501.44,Retired,580.0
CUST000932,Eric,Martin,08 Dec 1977,North West,65601.25,Self-Employed,348.0
CUST000933,Richard,Herrera,13 Nov 2001,Northern Cape,4915.32,Employed,325.0
CUST000934,Jared,Parker,15/04/1968,Mpumalanga,78318.12,Unemployed,618.0
CUST000935,David,Moore,1988-06-30,Gauteng,69548.76,Unemployed,556.0
CUST000936,Margaret,Terry,03 Jul 1957,Eastern Cape,71517.66,Self-Employed,374.0
CUST000937,Mary,Murphy,12 Dec 1959,Western Cape,51104.22,Employed,334.0
CUST000938,John,Kelly,1980-03-18,KwaZulu-Natal,69092.16,Retired,367.0
CUST000939,Erica,Green,2003-02-13,Northern Cape,72919.31,Retired,538.0
CUST000940,Anthony,Sullivan,1977-04-09,North West,68510.76,Employed,647.0
CUST000941,Kaitlin,Wright,1977-09-29,North West,51818.98,Employed,369.0
CUST000942,Linda,Taylor,21/02/1956,KwaZulu-Natal,25131.03,Retired,490.0
CUST000943,Maria,Haas,1961-11-03,Gauteng,51554.04,Unemployed,618.0
CUST000944,Madison,Watson,27/10/1985,KwaZulu-Natal,53068.02,Employed,830.0
CUST000945,Deanna,Aguilar,28/12/1967,Gauteng,70444.29,Employed,732.0
CUST000946,Lisa,Johnson,30/08/1958,Eastern Cape,31994.93,Retired,639.0
CUST000947,Rachel,Ramos,09-30-1961,Free State,17563.54,Employed,807.0
CUST000948,Rebecca,Calderon,1971-06-25,Eastern Cape,42056.21,Retired,639.0
CUST000949,Brad,Murray,19 Aug 1963,Eastern Cape,,Employed,375.0
CUST000950,Audrey,Underwood,1974-07-12,KwaZulu-Natal,20149.48,Unemployed,344.0
CUST000951,Anthony,Vega,11/11/1963,Eastern Cape,22125.08,Self-Employed,647.0
CUST000952,Jason,Lopez,31/12/1968,KwaZulu-Natal,18674.23,Employed,321.0
CUST000953,Nicole,Johnson,15/04/1985,Mpumalanga,75743.43,Self-Employed,612.0
CUST000954,John,Phillips,05-06-1975,Limpopo,80263.52,Retired,366.0
CUST000955,Andrea,Brown,30/12/1968,Eastern Cape,34944.74,Retired,550.0
CUST000956,Derrick,Gonzalez,11/01/1998,Northern Cape,16459.64,Unemployed,429.0
CUST000957,Alicia,Mccoy,26 Jan 1994,Eastern Cape,67665.55,Employed,471.0
CUST000958,Laura,Mayo,02-05-1993,North West,18909.38,Retired,806.0
CUST000959,Michael,Stephens,31 Oct 1978,Gauteng,76538.21,Self-Employed,705.0
CUST000960,Roberta,Shaw,18 Mar 1974,Mpumalanga,79807.66,Employed,437.0
CUST000961,Hector,Flores,01-29-1966,North West,23029.3,Unemployed,736.0
CUST000962,Paula,Osborne,19 May 1958,Mpumalanga,44552.22,Employed,483.0
CUST000963,Victoria,Moreno,05-17-1992,Western Cape,11134.69,Employed,583.0
CUST000964,Yvonne,Dickson,1960-05-16,Western Cape,7581.65,Self-Employed,637.0
CUST000965,Diane,Adams,10-01-1994,Eastern Cape,84838.65,Unemployed,308.0
CUST000966,Samantha,Brown,05-24-2003,Limpopo,37006.8,Employed,783.0
CUST000967,Jeffrey,Bradford,03/11/1993,Mpumalanga,62728.54,Self-Employed,828.0
